#SEED: 0.3585018450394273
SAT0,-53.85947426884182,-96.13193222804449,300.78769440892563
SAT1,-53.856603580638776,-130.62981381984713,453.5703362124414
SAT2,11.060210077911677,73.68657289005563,581.2189335079366
SAT3,-28.602243007789767,-80.715011854309,543.2679201921843
SAT4,42.65219357290297,-61.55190520933003,639.9327877093938
SAT5,3.9000539353193204,87.62176436678493,665.1967329340275
SAT6,2.2472879400575465,-111.14954565309073,335.58787369482496
SAT7,65.31412225789143,32.897260609413536,604.2215476467295
SAT8,21.48681747548416,-33.20916262565399,304.0775257414246
SAT9,-62.071458441914444,-47.393372577099996,686.8857658423344
SAT10,-37.64008240323779,63.18084241513566,326.53026542821436
SAT11,-27.975732142346025,-28.200428347793945,385.7676491256161
SAT12,4.242978142508463,39.82503542377347,381.7191274033821
SAT13,-88.79667261708776,-23.536726648181087,581.5749430433611
SAT14,-29.0678135377292,118.17423867283605,480.8316740993208
SAT15,63.83008349774218,24.418225981557953,427.05772073050605
SAT16,-22.929967231296047,-124.92370119985107,507.1435645966261
SAT17,-47.86401330126398,97.09957564627405,671.3588327961181
SAT18,-26.320315636859895,-97.58729749076151,333.2962836612489
SAT19,43.72520135421911,37.42298867727996,300.7171563496915
ROUTE,-77.77599714360251,-4.586207188216605,9.65732560100571,28.936419269144807
